id_foco_queimada,mes_ano,tipo_area,quantidade,id_estado
1957,2018-11-01,Fogo em áreas de desmatamento consolidado,202.0,5
1958,2018-11-01,Fogo em áreas de desmatamento consolidado,3221.0,6
1959,2018-11-01,Fogo em áreas de desmatamento consolidado,91.0,7
1960,2018-11-01,Fogo em áreas de desmatamento consolidado,18.0,8
1961,2018-11-01,Fogo em áreas de desmatamento consolidado,31.0,9
1962,2018-11-01,Fogo em áreas de desmatamento recente,12.0,1
1963,2018-11-01,Fogo em áreas de desmatamento recente,62.0,2
1964,2018-11-01,Fogo em áreas de desmatamento recente,105.0,3
1965,2018-11-01,Fogo em áreas de desmatamento recente,107.0,4
1966,2018-11-01,Fogo em áreas de desmatamento recente,73.0,5
1967,2018-11-01,Fogo em áreas de desmatamento recente,2369.0,6
1968,2018-11-01,Fogo em áreas de desmatamento recente,102.0,7
1969,2018-11-01,Fogo em áreas de desmatamento recente,27.0,8
1970,2018-11-01,Fogo em áreas de desmatamento recente,4.0,9
1971,2018-11-01,Fogo em outras áreas,8.0,3
1972,2018-11-01,Fogo em outras áreas,6.0,4
1973,2018-11-01,Fogo em outras áreas,3.0,6
1974,2018-11-01,Fogo em áreas de vegetação nativa,5.0,1
1975,2018-11-01,Fogo em áreas de vegetação nativa,226.0,2
1976,2018-11-01,Fogo em áreas de vegetação nativa,82.0,3
1977,2018-11-01,Fogo em áreas de vegetação nativa,24.0,4
1978,2018-11-01,Fogo em áreas de vegetação nativa,3.0,5
1979,2018-11-01,Fogo em áreas de vegetação nativa,679.0,6
1980,2018-11-01,Fogo em áreas de vegetação nativa,4.0,7
1981,2018-11-01,Fogo em áreas de vegetação nativa,75.0,8
1982,2018-12-01,Fogo em áreas de desmatamento consolidado,2.0,1
1983,2018-12-01,Fogo em áreas de desmatamento consolidado,27.0,3
1984,2018-12-01,Fogo em áreas de desmatamento consolidado,310.0,4
1985,2018-12-01,Fogo em áreas de desmatamento consolidado,172.0,5
1986,2018-12-01,Fogo em áreas de desmatamento consolidado,648.0,6
1987,2018-12-01,Fogo em áreas de desmatamento consolidado,32.0,7
1988,2018-12-01,Fogo em áreas de desmatamento consolidado,15.0,8
1989,2018-12-01,Fogo em áreas de desmatamento consolidado,20.0,9
1990,2018-12-01,Fogo em áreas de desmatamento recente,7.0,3
1991,2018-12-01,Fogo em áreas de desmatamento recente,13.0,4
1992,2018-12-01,Fogo em áreas de desmatamento recente,109.0,5
1993,2018-12-01,Fogo em áreas de desmatamento recente,323.0,6
1994,2018-12-01,Fogo em áreas de desmatamento recente,14.0,7
1995,2018-12-01,Fogo em áreas de desmatamento recente,9.0,8
1996,2018-12-01,Fogo em áreas de desmatamento recente,1.0,9
1997,2018-12-01,Fogo em outras áreas,7.0,4
1998,2018-12-01,Fogo em outras áreas,1.0,6
1999,2018-12-01,Fogo em áreas de vegetação nativa,3.0,3
2000,2018-12-01,Fogo em áreas de vegetação nativa,5.0,4
2001,2018-12-01,Fogo em áreas de vegetação nativa,31.0,6
2002,2018-12-01,Fogo em áreas de vegetação nativa,1.0,7
2003,2018-12-01,Fogo em áreas de vegetação nativa,99.0,8
